Index,x1,x2,T
0,0.003228,0.298836,1252.55
1,0.003542,0.294922,1291.9
2,0.004182,0.288733,1328.35
3,0.005469,0.282215,1374.99
4,0.00708,0.275046,1426.75
5,0.008693,0.267878,1474.85
6,0.010951,0.257778,1537.54
7,0.013867,0.250938,1574.73
8,0.016128,0.240842,1628.67
9,0.020342,0.229771,1676.06
10,0.024553,0.215771,1735.12
11,0.030718,0.204375,1781.8
12,0.037206,0.186473,1838.69
13,0.0463,0.171502,1878.1
14,0.059623,0.15263,1914.62
15,0.076201,0.133761,1940.97
