Index,x1,x2,T
0,0.021284,0.220146,1977.289
1,0.021819,0.212882,2011.847
2,0.021999,0.205091,2046.626
3,0.023667,0.194003,2088.2285
4,0.024054,0.183391,2125.2095
5,0.024227,0.172048,2159.3289999999997
6,0.024946,0.159472,2194.4390000000003
7,0.02598,0.14615,2225.9175
8,0.029328,0.129112,2258.167
9,0.038322,0.106385,2288.326
