Index,x1,x2,T
0,0.023075,0.178295,931.085
1,0.025753,0.171339,960.515
2,0.028193,0.166117,978.659
3,0.031515,0.157178,1000.565
4,0.035273,0.153275,1021.364
5,0.03748,0.144753,1031.32
6,0.041449,0.140402,1047.693
7,0.046513,0.12839,1064.285
8,0.047199,0.119444,1081.103
9,0.048497,0.125559,1072.029
10,0.057955,0.107869,1097.691
11,0.0687,0.096284,1107.862
