,x2,T2
1,0.231055,1662.663
2,0.220365,1704.807
3,0.213153,1738.633
4,0.204615,1773.568
5,0.193478,1815.712
6,0.183172,1852.311
7,0.172395,1886.692
8,0.159838,1921.627
9,0.145453,1952.681
10,0.129746,1985.398
11,0.107319,2015.897
